matrix,method,n,status,seed,initial_cond,final_cond,reduction_factor,log_objective,runtime_sec,objective_evaluations,iterations,solver_applicable,solver,solver_status,solver_iterations,solver_time_sec,solver_residual,preconditioner_build_sec,notes
Rump4,Unscaled,4,baseline,20260808,1.5373775190746472e+16,1.5373775190746472e+16,1.0,37.27143954303958,0.0,1,0,False,,,-1,,,,Original matrix
Rump4,Ruiz,4,completed,20260808,1.5373775190746472e+16,1.0808643531686334e+17,0.14223593502438228,39.22170762895201,0.002126999999745749,0,23,False,,,-1,,,,Ruiz iterations=23
Rump4,L-BFGS,4,completed_with_warning,20260808,1.5373775190746472e+16,1.5373775190746472e+16,1.0,37.27143954303958,0.04473680000046443,189,0,False,,,-1,,,,ABNORMAL: 
Rump4,Ruiz-LBFGS,4,completed_with_warning,20260808,1.5373775190746472e+16,1.9936206864152644e+16,0.771148458455761,37.531313913874044,0.045356900000115274,189,0,False,,,-1,,,,Ruiz iterations=23; ABNORMAL: 
Rump4,SA,4,completed,20266808,1.5373775190746472e+16,2685386050402629.5,5.724977676279143,35.52660089294676,0.2767383999998856,1121,70,False,,,-1,,,,replicate=1; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267308,1.5373775190746472e+16,2784701523723125.0,5.520798211146109,35.562917089736146,0.15458030000081635,540,30,False,,,-1,,,,replicate=1
Rump4,SA,4,completed,20266809,1.5373775190746472e+16,2699185035535351.0,5.695709997035186,35.53172628366789,0.2738469999994777,1121,70,False,,,-1,,,,replicate=2; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267309,1.5373775190746472e+16,2871518157307439.5,5.353884025292784,35.593617259496014,0.14663570000084292,540,30,False,,,-1,,,,replicate=2
Rump4,SA,4,completed,20266810,1.5373775190746472e+16,2631574696681048.5,5.842044008910685,35.50635880590988,0.26756790000035835,1121,70,False,,,-1,,,,replicate=3; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267310,1.5373775190746472e+16,2180765133689944.2,7.049716153858996,35.3184521888899,0.14923330000056012,540,30,False,,,-1,,,,replicate=3
Rump4,SA,4,completed,20266811,1.5373775190746472e+16,2719664424561571.5,5.652820639158388,35.53928489428453,0.27335780000066734,1121,70,False,,,-1,,,,replicate=4; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267311,1.5373775190746472e+16,3945688650876598.0,3.896347773748175,35.91139989693403,0.15098459999990155,540,30,False,,,-1,,,,replicate=4
Rump4,SA,4,completed,20266812,1.5373775190746472e+16,2327263435526122.0,6.605945401823812,35.38346948104249,0.27540640000006533,1121,70,False,,,-1,,,,replicate=5; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267312,1.5373775190746472e+16,2609323838221314.0,5.89186170208227,35.49786751686635,0.1515676999997595,540,30,False,,,-1,,,,replicate=5
Rump4,SA,4,completed,20266813,1.5373775190746472e+16,2286258459906991.5,6.724425720166346,35.365693015968816,0.2733386999998402,1121,70,False,,,-1,,,,replicate=6; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267313,1.5373775190746472e+16,2573349612626693.0,5.974227176638471,35.48398479640952,0.15192800000022544,540,30,False,,,-1,,,,replicate=6
Rump4,SA,4,completed,20266814,1.5373775190746472e+16,2983924670901443.5,5.152199497751415,35.63201583259758,0.27611009999964153,1121,70,False,,,-1,,,,replicate=7; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267314,1.5373775190746472e+16,3108563897213084.5,4.945619810012429,35.67293724506865,0.15045950000057928,540,30,False,,,-1,,,,replicate=7
Rump4,SA,4,completed,20266815,1.5373775190746472e+16,3708263891083857.0,4.145814764615633,35.849340208119685,0.2795065999998769,1121,70,False,,,-1,,,,replicate=8; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267315,1.5373775190746472e+16,2669392111747765.0,5.7592794715650095,35.52062716789859,0.1502757999996902,540,30,False,,,-1,,,,replicate=8
Rump4,SA,4,completed,20266816,1.5373775190746472e+16,2945686886448102.5,5.2190798898127655,35.619118423001154,0.29453579999972135,1121,70,False,,,-1,,,,replicate=9; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267316,1.5373775190746472e+16,3441422679446764.5,4.467273166578284,35.77466135040627,0.15153209999971295,540,30,False,,,-1,,,,replicate=9
Rump4,SA,4,completed,20266817,1.5373775190746472e+16,2595112158847488.5,5.924127455660374,35.49240613173036,0.2757896000002802,1121,70,False,,,-1,,,,replicate=10; ['Maximum number of iteration reached']
Rump4,GA,4,completed,20267317,1.5373775190746472e+16,3001244511182287.5,5.12246674120205,35.637803434618455,0.15069519999997283,540,30,False,,,-1,,,,replicate=10
Rump4,BO,4,completed,20269814,1.5373775190746472e+16,1.1635168908519956e+16,1.321319467866847,36.99280870883674,6.340448600000855,18,18,False,,,-1,,,,scikit-optimize GP/EI completed
FiniteDiff50,Unscaled,50,baseline,20260808,16.730961557987143,16.730961557987143,1.0,2.8172609884210513,0.0,1,0,False,,,-1,,,,Original matrix
FiniteDiff50,Ruiz,50,completed,20260808,16.730961557987143,16.731102423541273,0.99999158061731,2.8172694078391847,0.09591499999987718,0,60,False,,,-1,,,,Ruiz iterations=60
SparseNonsym100,Unscaled,100,baseline,20260808,3.0034499239188612,3.0034499239188612,1.0,1.0997616025933823,0.0,1,0,False,,,-1,,,,Original matrix
SparseNonsym100,Ruiz,100,completed,20260808,3.0034499239188612,3.0032135489013747,1.0000787073625095,1.0996828983281348,0.09641339999961929,0,60,False,,,-1,,,,Ruiz iterations=60
RandomSpectrum12,Unscaled,12,baseline,20260808,100000000.0074729,100000000.0074729,1.0,18.420680744027095,0.0,1,0,False,,,-1,,,,Original matrix
RandomSpectrum12,Ruiz,12,completed,20260808,100000000.0074729,37450385.40333448,2.670199490085065,17.438527559018326,0.005041700000219862,0,56,False,,,-1,,,,Ruiz iterations=56
RandomSpectrum12,L-BFGS,12,completed,20260808,100000000.0074729,22911484.490735766,4.364623341971045,16.947148848957955,0.41542850000041653,1775,36,False,,,-1,,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
RandomSpectrum12,Ruiz-LBFGS,12,completed,20260808,100000000.0074729,23274002.543604705,4.296639558241828,16.96284752493969,0.28260000000045693,1200,12,False,,,-1,,,,Ruiz iterations=56; CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
RandomSpectrum12,SA,12,completed,20269808,100000000.0074729,29455229.839316525,3.394982845253306,17.198382035973736,0.9078323000003365,3361,70,False,,,-1,,,,replicate=1; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270308,100000000.0074729,76968134.79671705,1.2992389678090295,18.158902060356247,0.16305609999926673,540,30,False,,,-1,,,,replicate=1
RandomSpectrum12,SA,12,completed,20269809,100000000.0074729,34811972.23063689,2.872574967742452,17.365471915196085,0.8894319000000905,3361,70,False,,,-1,,,,replicate=2; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270309,100000000.0074729,57002179.148340605,1.7543188962519516,17.85860005574069,0.16223309999986668,540,30,False,,,-1,,,,replicate=2
RandomSpectrum12,SA,12,completed,20269810,100000000.0074729,31029969.927896824,3.2226908450069125,17.250464067294118,0.9330073999999513,3361,70,False,,,-1,,,,replicate=3; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270310,100000000.0074729,28765104.360445358,3.476434458724997,17.174673556308594,0.2025458999996772,540,30,False,,,-1,,,,replicate=3
RandomSpectrum12,SA,12,completed,20269811,100000000.0074729,26001951.4391451,3.8458651936764303,17.07368214852098,1.0495480999998108,3361,70,False,,,-1,,,,replicate=4; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270311,100000000.0074729,52526706.97895805,1.9037934368802605,17.776832302576757,0.22171960000014224,540,30,False,,,-1,,,,replicate=4
RandomSpectrum12,SA,12,completed,20269812,100000000.0074729,33214407.387626603,3.010741659197147,17.318494297213043,0.9373589000006177,3361,70,False,,,-1,,,,replicate=5; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270312,100000000.0074729,78581393.69808455,1.2725658747117696,18.179645507978087,0.16868679999970482,540,30,False,,,-1,,,,replicate=5
RandomSpectrum12,SA,12,completed,20269813,100000000.0074729,31212256.180381738,3.2038696411292196,17.25632140193795,0.9306007000004684,3361,70,False,,,-1,,,,replicate=6; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270313,100000000.0074729,94855221.69247912,1.0542382192903745,18.36786230493836,0.1649822999997923,540,30,False,,,-1,,,,replicate=6
RandomSpectrum12,SA,12,completed,20269814,100000000.0074729,33285981.336743455,3.004267742501127,17.32064688543477,0.9701772999997047,3361,70,False,,,-1,,,,replicate=7; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270314,100000000.0074729,92088586.53822275,1.085910901303349,18.33826156887982,0.18035150000014255,540,30,False,,,-1,,,,replicate=7
RandomSpectrum12,SA,12,completed,20269815,100000000.0074729,31368458.981998544,3.1879156086328635,17.261313455020122,0.9791628000002675,3361,70,False,,,-1,,,,replicate=8; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270315,100000000.0074729,36984262.308020465,2.7038527678240794,17.42600303709802,0.18390660000022763,540,30,False,,,-1,,,,replicate=8
RandomSpectrum12,SA,12,completed,20269816,100000000.0074729,32494315.909067016,3.077461310073911,17.296575736898404,0.9045408000001771,3361,70,False,,,-1,,,,replicate=9; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270316,100000000.0074729,78604747.12365703,1.272187796115646,18.179942651550952,0.20264730000053532,540,30,False,,,-1,,,,replicate=9
RandomSpectrum12,SA,12,completed,20269817,100000000.0074729,31572640.63284714,3.1672992186607343,17.26780150077545,0.9311317000001509,3361,70,False,,,-1,,,,replicate=10; ['Maximum number of iteration reached']
RandomSpectrum12,GA,12,completed,20270317,100000000.0074729,68008789.03051987,1.4703981857785549,18.035147505237084,0.1985820000008971,540,30,False,,,-1,,,,replicate=10
RandomSpectrum12,BO,12,skipped,20269817,100000000.0074729,,,,0.0,0,0,False,,,-1,,,,BO restricted to dimension <= 12; current dimension=24
RandomSPD12,Unscaled,12,baseline,20260808,1000000.0000013191,1000000.0000013191,1.0,13.815510557965593,0.0,1,0,False,,,-1,,,,Original matrix
RandomSPD12,Ruiz,12,completed,20260808,1000000.0000013191,503906.79434295214,1.9844939802909913,13.13014659809228,0.005332900000212248,0,60,False,,,-1,,,,Ruiz iterations=60
RandomSPD12,L-BFGS,12,completed,20260808,1000000.0000013191,354125.34174892737,2.8238589056140264,12.777406202184036,0.2602062999994814,1125,22,False,,,-1,,,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
RandomSPD12,Ruiz-LBFGS,12,completed,20260808,1000000.0000013191,354123.3035087949,2.823875158999479,12.777400446464922,0.22239559999979974,925,23,False,,,-1,,,,Ruiz iterations=60; CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
RandomSPD12,SA,12,completed,20270808,1000000.0000013191,528418.3028621787,1.89244012666635,13.177643489301005,0.8957663999999568,3361,70,False,,,-1,,,,replicate=1; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271308,1000000.0000013191,727462.0216711414,1.374642208405736,13.49731707277665,0.17061009999997623,540,30,False,,,-1,,,,replicate=1
RandomSPD12,SA,12,completed,20270809,1000000.0000013191,472650.81138019427,2.1157268239553106,13.066112152513846,0.9022170999996888,3361,70,False,,,-1,,,,replicate=2; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271309,1000000.0000013191,1095368.768265545,0.9129345558982507,13.906601639208608,0.1936955000001035,540,30,False,,,-1,,,,replicate=2
RandomSPD12,SA,12,completed,20270810,1000000.0000013191,576924.0804743649,1.7333303182267725,13.265465960532389,0.8964108000000124,3361,70,False,,,-1,,,,replicate=3; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271310,1000000.0000013191,875622.2776630258,1.142044949644553,13.68269008704705,0.16308620000017982,540,30,False,,,-1,,,,replicate=3
RandomSPD12,SA,12,completed,20270811,1000000.0000013191,456850.31354117184,2.188900763250101,13.032111074737513,0.9183623999997508,3361,70,False,,,-1,,,,replicate=4; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271311,1000000.0000013191,975131.9917585663,1.0255021970901657,13.79032811698009,0.18950150000000576,540,30,False,,,-1,,,,replicate=4
RandomSPD12,SA,12,completed,20270812,1000000.0000013191,445187.0428952623,2.2462468662561363,13.006249793951152,0.9067239000005429,3361,70,False,,,-1,,,,replicate=5; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271312,1000000.0000013191,1680988.5437036683,0.5948880518828826,14.33489259720017,0.198264200000267,540,30,False,,,-1,,,,replicate=5
RandomSPD12,SA,12,completed,20270813,1000000.0000013191,521001.02403841686,1.9193820239546833,13.163507286258366,0.9049753999997847,3361,70,False,,,-1,,,,replicate=6; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271313,1000000.0000013191,665200.70237644,1.503305688687344,13.407844082187966,0.17057409999961237,540,30,False,,,-1,,,,replicate=6
RandomSPD12,SA,12,completed,20270814,1000000.0000013191,469289.7344152233,2.1308797671600637,13.058975627294858,0.8954415999996854,3361,70,False,,,-1,,,,replicate=7; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271314,1000000.0000013191,838501.0069359032,1.1926044115982335,13.639371061122322,0.18161739999959536,540,30,False,,,-1,,,,replicate=7
RandomSPD12,SA,12,completed,20270815,1000000.0000013191,528337.0340490589,1.8927312218443952,13.177489681110137,0.8993281000002753,3361,70,False,,,-1,,,,replicate=8; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271315,1000000.0000013191,1431666.8841175009,0.6984865062501833,14.174349976618869,0.16405740000027436,540,30,False,,,-1,,,,replicate=8
RandomSPD12,SA,12,completed,20270816,1000000.0000013191,529792.6185043138,1.8875310169939197,13.180240923115107,0.9114280999992843,3361,70,False,,,-1,,,,replicate=9; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271316,1000000.0000013191,848216.6896335903,1.1789440271840155,13.650891412360043,0.16582170000037877,540,30,False,,,-1,,,,replicate=9
RandomSPD12,SA,12,completed,20270817,1000000.0000013191,589131.4759255094,1.6974139744109693,13.286404656612905,0.8971913000004861,3361,70,False,,,-1,,,,replicate=10; ['Maximum number of iteration reached']
RandomSPD12,GA,12,completed,20271317,1000000.0000013191,1052411.114696892,0.950199010668309,13.866594389378035,0.16567029999987426,540,30,False,,,-1,,,,replicate=10
RandomSPD12,BO,12,skipped,20269818,1000000.0000013191,,,,0.0,0,0,False,,,-1,,,,BO restricted to dimension <= 12; current dimension=24
